date,win_team,lose_team
021-01-23,UNC Wilmington          ,Delaware                
021-01-23,Northeastern            ,James Madison           
021-01-23,NJIT                    ,Stony Brook             
021-01-23,George Mason            ,St Joseph's PA          
021-01-23,McNeese St              ,Houston Bap             
021-01-23,San Jose St             ,New Mexico              
021-01-23,Penn St                 ,Northwestern            
021-01-23,Ohio St                 ,Wisconsin               
021-01-23,USC                     ,California              
021-01-23,Stanford                ,UCLA                    
021-01-23,Grand Canyon            ,Dixie St                
021-01-23,SMU                     ,UCF                     
021-01-23,WI Milwaukee            ,Cleveland St            
021-01-23,Colorado                ,Washington St           
021-01-23,N Dakota St             ,Denver                  
021-01-23,Detroit                 ,Oakland                 
021-01-23,Wright St               ,IUPUI                   
021-01-23,Lehigh                  ,Holy Cross              
021-01-23,Youngstown St           ,IL Chicago              
021-01-23,WI Green Bay            ,PFW                     
021-01-23,Boston Univ             ,Lafayette               
021-01-23,Louisiana Tech          ,UTEP                    
021-01-23,Auburn                  ,South Carolina          
021-01-23,Maryland                ,Minnesota               
021-01-23,WKU                     ,MTSU                    
021-01-23,S Dakota St             ,North Dakota            
021-01-23,N Kentucky              ,Robert Morris           
021-01-23,Oregon St               ,Oregon                  
021-01-23,Siena                   ,St Peter's              
021-01-23,South Dakota            ,W Illinois              
021-01-23,Navy                    ,Army                    
021-01-23,Creighton               ,Connecticut             
021-01-23,Coppin St               ,Norfolk St              
021-01-23,DePaul                  ,Marquette               
021-01-23,Villanova               ,Providence              
021-01-23,Valparaiso              ,Illinois St             
021-01-23,Quinnipiac              ,Niagara                 
021-01-23,North Florida           ,Kennesaw                
021-01-23,Marist                  ,Rider                   
021-01-23,Houston                 ,Temple                  
021-01-23,St John's               ,Utah Valley             
021-01-23,Wake Forest             ,Pittsburgh              
021-01-23,St Bonaventure          ,Duquesne                
021-01-23,Cal Baptist             ,Long Beach St           
021-01-23,Drexel                  ,William & Mary          
021-01-24,Hofstra                 ,Towson                  
021-01-24,Delaware                ,UNC Wilmington          
021-01-24,Stony Brook             ,NJIT                    
021-01-24,James Madison           ,Northeastern            
021-01-24,High Point              ,Presbyterian            
021-01-24,Lehigh                  ,Holy Cross              
021-01-24,Boston Univ             ,Lafayette               
021-01-24,Army                    ,Navy                    
021-01-24,UNC Asheville           ,Radford                 
021-01-24,Notre Dame              ,Miami FL                
021-01-24,WKU                     ,MTSU                    
021-01-24,Davidson                ,Massachusetts           
021-01-24,Memphis                 ,East Carolina           
021-01-24,Rutgers                 ,Indiana                 
021-01-24,SUNY Albany             ,New Hampshire           
021-01-24,American Univ           ,Loyola MD               
021-01-24,Missouri KC             ,Oral Roberts            
021-01-24,Wyoming                 ,Nevada                  
021-01-24,San Diego St            ,Air Force               
021-01-24,Washington              ,Utah                    
021-01-24,Coppin St               ,Norfolk St              
021-01-24,Loyola-Chicago          ,Bradley                 
021-01-24,Valparaiso              ,Illinois St             
021-01-24,Rhode Island            ,Fordham                 
021-01-24,Gardner Webb            ,Charleston So           
021-01-24,Morgan St               ,Delaware St             
021-01-24,Nicholls St             ,Carver Bib              
021-01-25,Alabama St              ,Southern Univ           
021-01-25,Prairie View            ,Ark Pine Bluff          
021-01-25,Oklahoma St             ,Iowa St                 
021-01-25,West Virginia           ,Texas Tech              
021-01-25,Virginia                ,Syracuse                
021-01-25,Presbyterian            ,High Point              
021-01-25,Radford                 ,UNC Asheville           
021-01-25,Loyola-Chicago          ,Bradley                 
021-01-25,UNLV                    ,Utah St                 
021-01-25,Indiana St              ,S Illinois              
021-01-25,Northern Iowa           ,Coe                     
021-01-25,Arizona                 ,Arizona St              
021-01-25,Loy Marymount           ,Portland                
021-01-25,Gardner Webb            ,Charleston So           
021-01-25,New Mexico St           ,W New Mexico            
021-01-25,Tarleton St             ,Howard Payne            
021-01-26,Akron                   ,E Michigan              
021-01-26,Alabama                 ,Kentucky                
021-01-26,Auburn                  ,Missouri                
021-01-26,Toledo                  ,Miami OH                
021-01-26,Ohio                    ,W Michigan              
021-01-26,Tennessee               ,Mississippi St          
021-01-26,Oklahoma                ,Texas                   
021-01-26,LSU                     ,Texas A&M               
021-01-26,Duke                    ,Georgia Tech            
021-01-26,North Carolina          ,Pittsburgh              
021-01-26,Richmond                ,St Joseph's PA          
021-01-26,Dayton                  ,St Louis                
021-01-26,Connecticut             ,Butler                  
021-01-26,F Dickinson             ,St Francis PA           
021-01-26,Portland St             ,St Martin's             
021-01-26,Memphis                 ,SMU                     
021-01-26,TN Martin               ,SE Missouri St          
021-01-26,Drake                   ,Missouri St             
021-01-26,SIUE                    ,E Illinois              
021-01-26,Temple                  ,Tulsa                   
021-01-26,Indiana St              ,S Illinois              
021-01-27,Abilene Chr             ,SF Austin               
021-01-27,Arkansas                ,Mississippi             
021-01-27,Baylor                  ,Kansas St               
021-01-27,Citadel                 ,Wofford                 
021-01-27,Florida                 ,Vanderbilt              
021-01-27,SE Louisiana            ,Cent Arkansas           
021-01-27,South Carolina          ,Georgia                 
021-01-27,Sam Houston St          ,TAM C. Christi          
021-01-27,VMI                     ,W Carolina              
021-01-27,Rhode Island            ,La Salle                
021-01-27,Northwestern LA         ,New Orleans             
021-01-27,Duquesne                ,Fordham                 
021-01-27,Houston Bap             ,Incarnate Word          
021-01-27,Nicholls St             ,McNeese St              
021-01-27,UCF                     ,East Carolina           
021-01-27,Virginia Tech           ,Notre Dame              
021-01-27,Creighton               ,Seton Hall              
021-01-27,St John's               ,DePaul                  
021-01-27,Providence              ,Marquette               
021-01-27,Colorado                ,Washington St           
021-01-27,St Francis PA           ,F Dickinson             
021-01-27,Pepperdine              ,BYU                     
021-01-27,James Madison           ,Towson                  
021-01-27,Utah St                 ,UNLV                    
021-01-27,Florida St              ,Miami FL                
021-01-27,NC State                ,Wake Forest             
021-01-27,Colorado St             ,Boise St                
021-01-27,Wisconsin               ,Maryland                
021-01-27,Drake                   ,Missouri St             
021-01-27,Ohio St                 ,Penn St                 
021-01-27,UNC Greensboro          ,Mercer                  
021-01-27,Clemson                 ,Louisville              
021-01-27,Kent                    ,Bowling Green           
021-01-27,Merrimack               ,LIU Brooklyn            
021-01-28,Belmont                 ,Austin Peay             
021-01-28,Morehead St             ,Jacksonville St         
021-01-28,Murray St               ,Tennessee St            
021-01-28,Gonzaga                 ,San Diego               
021-01-28,SE Missouri St          ,SIUE                    
021-01-28,Louisiana Tech          ,Southern Miss           
021-01-28,TN Martin               ,E Illinois              
021-01-28,UT San Antonio          ,UTEP                    
021-01-28,Weber St                ,Idaho                   
021-01-28,San Diego St            ,Wyoming                 
021-01-28,Arizona St              ,California              
021-01-28,Stanford                ,Arizona                 
021-01-28,UAB                     ,MTSU                    
021-01-28,Fresno St               ,New Mexico              
021-01-28,San Jose St             ,Air Force               
021-01-28,SMU                     ,Memphis                 
021-01-28,Rutgers                 ,Michigan St             
021-01-28,USC                     ,Oregon St               
021-01-28,Valparaiso              ,Bradley                 
021-01-28,Winthrop                ,UNC Asheville           
021-01-28,Kansas                  ,TCU                     
021-01-28,Houston                 ,Tulane                  
021-01-28,LIU Brooklyn            ,Merrimack               
021-01-29,Cal Baptist             ,Dixie St                
021-01-29,Cleveland St            ,WI Green Bay            
021-01-29,Grand Canyon            ,New Mexico St           
021-01-29,Oakland                 ,PFW                     
021-01-29,IUPUI                   ,WI Milwaukee            
021-01-29,North Dakota            ,W Illinois              
021-01-29,N Kentucky              ,IL Chicago              
021-01-29,N Dakota St             ,Missouri KC             
021-01-29,Wright St               ,Robert Morris           
021-01-29,Detroit                 ,Youngstown St           
021-01-29,South Dakota            ,NE Omaha                
021-01-29,Coastal Car             ,Ga Southern             
021-01-29,Arkansas St             ,UT Arlington            
021-01-29,UC Santa Barbara        ,UC Davis                
021-01-29,CS Fullerton            ,CS Bakersfield          
021-01-29,UC Irvine               ,Hawaii                  
021-01-29,Louisiana               ,Texas St                
021-01-29,Troy                    ,Appalachian St          
021-01-29,Ark Little Rock         ,ULM                     
021-01-29,Illinois                ,Iowa                    
021-01-29,St Peter's              ,Manhattan               
021-01-29,Bellarmine              ,Kennesaw                
021-01-29,Longwood                ,Presbyterian            
021-01-29,Charlotte               ,Florida Intl            
021-01-29,North Alabama           ,North Florida           
021-01-29,Liberty                 ,Jacksonville            
021-01-29,Ohio                    ,Buffalo                 
021-01-29,Utah Valley             ,Tarleton St             
021-01-29,Boise St                ,Colorado St             
021-01-29,Monmouth NJ             ,Niagara                 
021-01-29,UNC Asheville           ,Winthrop                
021-01-29,FL Gulf Coast           ,Stetson                 
021-01-29,High Point              ,Gardner Webb            
021-01-29,Campbell                ,Charleston So           
021-01-29,North Texas             ,Rice                    
021-01-29,Cal Poly                ,CS Northridge           
021-01-29,Northern Arizona        ,N Colorado              
021-01-29,NC Central              ,Carver Bib              
021-01-30,Weber St                ,Idaho                   
021-01-30,Liberty                 ,Jacksonville            
021-01-30,Bellarmine              ,Kennesaw                
021-01-30,North Florida           ,North Alabama           
021-01-30,CS Northridge           ,Cal Poly                
021-01-30,CS Bakersfield          ,CS Fullerton            
021-01-30,Ga Southern             ,Coastal Car             
021-01-30,Hawaii                  ,UC Irvine               
021-01-30,UC Santa Barbara        ,UC Davis                
021-01-30,UT Arlington            ,Arkansas St             
021-01-30,Louisiana               ,Texas St                
021-01-30,Troy                    ,Appalachian St          
021-01-30,Ark Little Rock         ,ULM                     
021-01-30,Akron                   ,Ball St                 
021-01-30,Southern Univ           ,Alcorn St               
021-01-30,Austin Peay             ,Tennessee St            
021-01-30,Baylor                  ,Auburn                  
021-01-30,Toledo                  ,Bowling Green           
021-01-30,Northwestern LA         ,Cent Arkansas           
021-01-30,ETSU                    ,Citadel                 
021-01-30,Georgia                 ,Mississippi             
021-01-30,Grambling               ,Ark Pine Bluff          
021-01-30,Jackson St              ,MS Valley St            
021-01-30,Texas A&M               ,Kansas St               
021-01-30,Kent                    ,C Michigan              
021-01-30,Louisiana Tech          ,Southern Miss           
021-01-30,Texas Tech              ,LSU                     
021-01-30,Miami OH                ,W Michigan              
021-01-30,Mississippi St          ,Iowa St                 
021-01-30,Missouri                ,TCU                     
021-01-30,Belmont                 ,Murray St               
021-01-30,UNC Greensboro          ,VMI                     
021-01-30,Oklahoma                ,Alabama                 
021-01-30,Oklahoma St             ,Arkansas                
021-01-30,Gonzaga                 ,Pepperdine              
021-01-30,Prairie View            ,Alabama A&M             
021-01-30,SE Missouri St          ,E Illinois              
021-01-30,Tennessee               ,Kansas                  
021-01-30,Morehead St             ,Tennessee Tech          
021-01-30,TX Southern             ,Alabama St              
021-01-30,SIUE                    ,TN Martin               
021-01-30,UTEP                    ,UT San Antonio          
021-01-30,Vanderbilt              ,South Carolina          
021-01-30,Florida                 ,West Virginia           
021-01-30,Wofford                 ,Mercer                  
021-01-30,Lamar                   ,McNeese St              
021-01-30,Charlotte               ,Florida Intl            
021-01-30,Duke                    ,Clemson                 
021-01-30,Dayton                  ,Rhode Island            
021-01-30,Abilene Chr             ,Incarnate Word          
021-01-30,Georgia Tech            ,Florida St              
021-01-30,Wake Forest             ,Miami FL                
021-01-30,SE Louisiana            ,New Orleans             
021-01-30,Virginia Tech           ,Virginia                
021-01-30,Delaware                ,Elon                    
021-01-30,Hofstra                 ,UNC Wilmington          
021-01-30,William & Mary          ,Towson                  
021-01-30,Binghamton              ,New Hampshire           
021-01-30,St Francis PA           ,Central Conn            
021-01-30,Duquesne                ,St Joseph's PA          
021-01-30,Tulsa                   ,East Carolina           
021-01-30,LIU Brooklyn            ,St Francis NY           
021-01-30,Purdue                  ,Minnesota               
021-01-30,Sacred Heart            ,Mt St Mary's            
021-01-30,Arizona                 ,California              
021-01-30,Grand Canyon            ,New Mexico St           
021-01-30,Wichita St              ,UCF                     
021-01-30,Presbyterian            ,Longwood                
021-01-30,Cleveland St            ,WI Green Bay            
021-01-30,Utah                    ,Colorado                
021-01-30,Detroit                 ,Youngstown St           
021-01-30,WI Milwaukee            ,IUPUI                   
021-01-30,Missouri KC             ,N Dakota St             
021-01-30,Arizona St              ,Stanford                
021-01-30,Dixie St                ,Cal Baptist             
021-01-30,N Kentucky              ,IL Chicago              
021-01-30,Oakland                 ,PFW                     
021-01-30,VCU                     ,La Salle                
021-01-30,Bucknell                ,Lehigh                  
021-01-30,Navy                    ,Loyola MD               
021-01-30,St Peter's              ,Manhattan               
021-01-30,South Dakota            ,NE Omaha                
021-01-30,Fresno St               ,New Mexico              
021-01-30,W Illinois              ,North Dakota            
021-01-30,Wright St               ,Robert Morris           
021-01-30,San Diego St            ,Wyoming                 
021-01-30,San Jose St             ,Air Force               
021-01-30,Creighton               ,DePaul                  
021-01-30,Norfolk St              ,Delaware St             
021-01-30,Georgetown              ,Providence              
021-01-30,UCLA                    ,Oregon St               
021-01-30,Northern Iowa           ,S Illinois              
021-01-30,Villanova               ,Seton Hall              
021-01-30,Tarleton St             ,Utah Valley             
021-01-30,Penn St                 ,Wisconsin               
021-01-30,Morgan St               ,Coppin St               
021-01-30,F Dickinson             ,Bryant                  
021-01-30,Notre Dame              ,Pittsburgh              
021-01-30,Hartford                ,Stony Brook             
021-01-30,Marist                  ,Siena                   
021-01-30,Furman                  ,W Carolina              
021-01-30,Colgate                 ,Holy Cross              
021-01-30,St Bonaventure          ,George Mason            
021-01-30,Niagara                 ,Monmouth NJ             
021-01-30,Campbell                ,Charleston So           
021-01-30,Stetson                 ,FL Gulf Coast           
021-01-30,High Point              ,Gardner Webb            
021-01-30,Lipscomb                ,Bluefield WV            
021-01-30,Xavier                  ,Butler                  
021-01-30,BYU                     ,Pacific                 
021-01-30,NC A&T                  ,Florida A&M             
021-01-30,Idaho St                ,Northwest WA            
021-01-31,New Hampshire           ,Binghamton              
021-01-31,Delaware                ,Elon                    
021-01-31,Hofstra                 ,UNC Wilmington          
021-01-31,William & Mary          ,Towson                  
021-01-31,Syracuse                ,NC State                
021-01-31,Ohio St                 ,Michigan St             
021-01-31,Rutgers                 ,Northwestern            
021-01-31,Tulane                  ,Temple                  
021-01-31,Central Conn            ,St Francis PA           
021-01-31,Houston                 ,SMU                     
021-01-31,Bucknell                ,Lehigh                  
021-01-31,Loyola-Chicago          ,Missouri St             
021-01-31,Mt St Mary's            ,Sacred Heart            
021-01-31,Drake                   ,Illinois St             
021-01-31,Indiana St              ,Bradley                 
021-01-31,Evansville              ,Valparaiso              
021-01-31,Nevada                  ,UNLV                    
021-01-31,S Illinois              ,Northern Iowa           
021-01-31,UAB                     ,MTSU                    
021-01-31,SF Austin               ,Sam Houston St          
021-01-31,F Dickinson             ,Bryant                  
021-01-31,Washington St           ,Washington              
021-01-31,Siena                   ,Marist                  
021-01-31,Stony Brook             ,Hartford                
021-01-31,NJIT                    ,UMBC                    
021-01-31,Colgate                 ,Holy Cross              
021-01-31,E Washington            ,CS Sacramento           
021-01-31,St John's               ,Marquette               
021-01-31,North Texas             ,Rice                    
021-01-31,James Madison           ,Drexel                  
021-01-31,NC A&T                  ,Florida A&M             
021-01-31,UC Riverside            ,UC San Diego            
021-02-01,Grambling               ,MS Valley St            
021-02-01,Jackson St              ,Ark Pine Bluff          
021-02-01,Prairie View            ,Alabama St              
021-02-01,TX Southern             ,Alabama A&M             
021-02-01,Texas Tech              ,Oklahoma                
021-02-01,Miami FL                ,Duke                    
021-02-01,Memphis                 ,UCF                     
021-02-01,Loyola-Chicago          ,Missouri St             
021-02-01,Murray St               ,SE Missouri St          
021-02-01,Drake                   ,Illinois St             
021-02-01,W Carolina              ,Citadel                 
021-02-01,Louisville              ,Georgia Tech            
021-02-01,Austin Peay             ,SIUE                    
021-02-01,Florida Intl            ,FL Memorial             
021-02-01,Wofford                 ,ETSU                    
021-02-01,E Washington            ,CS Sacramento           
021-02-01,Indiana St              ,Bradley                 
021-02-01,Evansville              ,Valparaiso              
021-02-01,NC Central              ,S Carolina St           
021-02-01,Stetson                 ,Carver Bib              
021-02-02,Arkansas                ,Mississippi St          
021-02-02,Georgia                 ,Auburn                  
021-02-02,Buffalo                 ,Ball St                 
021-02-02,Ohio                    ,C Michigan              
021-02-02,West Virginia           ,Iowa St                 
021-02-02,Kansas                  ,Kansas St               
021-02-02,Kent                    ,Miami OH                
021-02-02,Mississippi             ,Tennessee               
021-02-02,Baylor                  ,Texas                   
021-02-02,Toledo                  ,Akron                   
021-02-02,Clemson                 ,North Carolina          
021-02-02,Duquesne                ,Dayton                  
021-02-02,Notre Dame              ,Wake Forest             
021-02-02,Illinois                ,Indiana                 
021-02-02,Maryland                ,Purdue                  
021-02-02,Wisconsin               ,Penn St                 
021-02-02,Marquette               ,Butler                  
021-02-02,Nevada                  ,UNLV                    
021-02-02,Iowa                    ,Michigan St             
021-02-02,E Illinois              ,SIUE                    
021-02-02,E Kentucky              ,Jacksonville St         
021-02-02,USC                     ,Stanford                
021-02-02,Troy                    ,Spring Hill             
021-02-02,NC Central              ,S Carolina St           
021-02-02,Morgan St               ,Coppin St               
021-02-02,UMBC                    ,NJIT                    
021-02-03,Alabama                 ,LSU                     
021-02-03,South Carolina          ,Florida                 
021-02-03,ETSU                    ,Mercer                  
021-02-03,UNC Greensboro          ,Citadel                 
021-02-03,TCU                     ,Oklahoma St             
021-02-03,Chattanooga             ,W Carolina              
021-02-03,VMI                     ,Wofford                 
021-02-03,VCU                     ,Rhode Island            
021-02-03,Massachusetts           ,Fordham                 
021-02-03,Memphis                 ,UCF                     
021-02-03,East Carolina           ,Houston                 
021-02-03,Pittsburgh              ,Virginia Tech           
021-02-03,Wichita St              ,Tulane                  
021-02-03,Georgetown              ,Creighton               
021-02-03,Seton Hall              ,Providence              
021-02-03,St John's               ,Villanova               
021-02-03,Incarnate Word          ,Lamar                   
021-02-03,James Madison           ,Elon                    
021-02-03,SF Austin               ,TAM C. Christi          
021-02-03,SMU                     ,Tulsa                   
021-02-03,La Salle                ,St Louis                
021-02-03,Virginia                ,NC State                
021-02-03,Missouri                ,Kentucky                
021-02-03,W Michigan              ,Bowling Green           
021-02-03,Delaware St             ,Lancaster Bib           
021-02-04,Belmont                 ,E Illinois              
021-02-04,Austin Peay             ,E Kentucky              
021-02-04,E Washington            ,Idaho                   
021-02-04,Morehead St             ,Murray St               
021-02-04,BYU                     ,Portland                
021-02-04,SIUE                    ,Tennessee St            
021-02-04,SE Missouri St          ,Tennessee Tech          
021-02-04,Jacksonville St         ,TN Martin               
021-02-04,Weber St                ,Montana St              
021-02-04,Montana                 ,Portland St             
021-02-04,Cincinnati              ,Temple                  
021-02-04,Colorado St             ,Wyoming                 
021-02-04,Ohio St                 ,Iowa                    
021-02-04,Merrimack               ,St Francis PA           
021-02-04,Wagner                  ,St Francis NY           
021-02-04,Stanford                ,California              
021-02-04,Utah                    ,Arizona                 
021-02-04,Rutgers                 ,Minnesota               
021-02-04,Oregon St               ,Washington              
021-02-04,Washington St           ,Oregon                  
021-02-04,Utah St                 ,Fresno St               
021-02-04,F Dickinson             ,LIU Brooklyn            
021-02-04,Radford                 ,SC Upstate              
021-02-04,Gardner Webb            ,Presbyterian            
021-02-04,Gonzaga                 ,Pacific                 
021-02-05,Cleveland St            ,Oakland                 
021-02-05,North Dakota            ,Denver                  
021-02-05,Detroit                 ,PFW                     
021-02-05,IUPUI                   ,WI Green Bay            
021-02-05,Dixie St                ,Seattle                 
021-02-05,Cal Baptist             ,New Mexico St           
021-02-05,Wright St               ,IL Chicago              
021-02-05,N Dakota St             ,Oral Roberts            
021-02-05,Youngstown St           ,Robert Morris           
021-02-05,South Dakota            ,S Dakota St             
021-02-05,N Kentucky              ,WI Milwaukee            
021-02-05,Arkansas St             ,Louisiana               
021-02-05,South Alabama           ,Coastal Car             
021-02-05,UT Arlington            ,ULM                     
021-02-05,UC Irvine               ,CS Bakersfield          
021-02-05,CS Northridge           ,UC Davis                
021-02-05,Texas St                ,Ark Little Rock         
021-02-05,Troy                    ,Ga Southern             
021-02-05,Penn St                 ,Maryland                
021-02-05,Louisiana Tech          ,North Texas             
021-02-05,Old Dominion            ,Marshall                
021-02-05,Merrimack               ,St Francis PA           
021-02-05,MTSU                    ,Charlotte               
021-02-05,Nevada                  ,Boise St                
021-02-05,Rice                    ,Southern Miss           
021-02-05,Wagner                  ,St Francis NY           
021-02-05,UAB                     ,UTEP                    
021-02-05,Monmouth NJ             ,Manhattan               
021-02-05,UT San Antonio          ,Florida Intl            
021-02-05,MA Lowell               ,New Hampshire           
021-02-05,Radford                 ,SC Upstate              
021-02-05,F Dickinson             ,LIU Brooklyn            
021-02-05,Bellarmine              ,Jacksonville            
021-02-05,Akron                   ,Kent                    
021-02-05,W Illinois              ,NE Omaha                
021-02-05,Stetson                 ,Lipscomb                
021-02-05,FL Gulf Coast           ,North Alabama           
021-02-05,Dayton                  ,George Mason            
021-02-05,Gardner Webb            ,Presbyterian            
021-02-05,Hawaii                  ,Cal Poly                
021-02-05,Liberty                 ,Lancaster Bib           
021-02-06,Bellarmine              ,Jacksonville            
021-02-06,UT San Antonio          ,Florida Intl            
021-02-06,North Texas             ,Louisiana Tech          
021-02-06,Marshall                ,Old Dominion            
021-02-06,Portland St             ,Montana                 
021-02-06,UAB                     ,UTEP                    
021-02-06,Weber St                ,Montana St              
021-02-06,Arkansas St             ,Louisiana               
021-02-06,South Alabama           ,Coastal Car             
021-02-06,UT Arlington            ,ULM                     
021-02-06,CS Bakersfield          ,UC Irvine               
021-02-06,UC Davis                ,CS Northridge           
021-02-06,Texas St                ,Ark Little Rock         
021-02-06,Ga Southern             ,Troy                    
021-02-06,Ball St                 ,Toledo                  
021-02-06,Buffalo                 ,Miami OH                
021-02-06,Citadel                 ,W Carolina              
021-02-06,Wofford                 ,Furman                  
021-02-06,Chattanooga             ,ETSU                    
021-02-06,West Virginia           ,Kansas                  
021-02-06,Alabama St              ,Ark Pine Bluff          
021-02-06,Jackson St              ,Alcorn St               
021-02-06,Grambling               ,Southern Univ           
021-02-06,Texas Tech              ,Kansas St               
021-02-06,Oklahoma                ,Iowa St                 
021-02-06,Oklahoma St             ,Texas                   
021-02-06,Alabama A&M             ,MS Valley St            
021-02-06,E Washington            ,Idaho                   
021-02-06,Clemson                 ,Syracuse                
021-02-06,Belmont                 ,SIUE                    
021-02-06,North Carolina          ,Duke                    
021-02-06,Abilene Chr             ,Lamar                   
021-02-06,E Illinois              ,Tennessee St            
021-02-06,Murray St               ,E Kentucky              
021-02-06,Georgia Tech            ,Notre Dame              
021-02-06,Jacksonville St         ,SE Missouri St          
021-02-06,Tennessee               ,Kentucky                
021-02-06,Massachusetts           ,Rhode Island            
021-02-06,Virginia Tech           ,Miami FL                
021-02-06,Morehead St             ,Austin Peay             
021-02-06,Missouri                ,Alabama                 
021-02-06,W Illinois              ,NE Omaha                
021-02-06,Sam Houston St          ,Nicholls St             
021-02-06,NC State                ,Boston College          
021-02-06,TN Martin               ,Tennessee Tech          
021-02-06,Col Charleston          ,Towson                  
021-02-06,Drexel                  ,Hofstra                 
021-02-06,McNeese St              ,Cent Arkansas           
021-02-06,UCF                     ,Tulsa                   
021-02-06,Memphis                 ,East Carolina           
021-02-06,Georgia                 ,Vanderbilt              
021-02-06,Incarnate Word          ,TAM C. Christi          
021-02-06,Illinois                ,Wisconsin               
021-02-06,Mississippi             ,Auburn                  
021-02-06,Mississippi St          ,South Carolina          
021-02-06,Purdue                  ,Northwestern            
021-02-06,Seattle                 ,Dixie St                
021-02-06,Cleveland St            ,Oakland                 
021-02-06,Colorado St             ,Wyoming                 
021-02-06,Colorado                ,Arizona                 
021-02-06,Denver                  ,North Dakota            
021-02-06,Detroit                 ,PFW                     
021-02-06,Loyola-Chicago          ,Evansville              
021-02-06,WI Green Bay            ,IUPUI                   
021-02-06,New Mexico St           ,Cal Baptist             
021-02-06,Wright St               ,IL Chicago              
021-02-06,MTSU                    ,Charlotte               
021-02-06,Oral Roberts            ,N Dakota St             
021-02-06,N Kentucky              ,WI Milwaukee            
021-02-06,Oregon St               ,Washington St           
021-02-06,Oregon                  ,Washington              
021-02-06,Rice                    ,Southern Miss           
021-02-06,Youngstown St           ,Robert Morris           
021-02-06,S Dakota St             ,South Dakota            
021-02-06,Creighton               ,Marquette               
021-02-06,Missouri St             ,Illinois St             
021-02-06,St John's               ,Providence              
021-02-06,Bradley                 ,S Illinois              
021-02-06,USC                     ,UCLA                    
021-02-06,Seton Hall              ,Connecticut             
021-02-06,Butler                  ,DePaul                  
021-02-06,Drake                   ,Valparaiso              
021-02-06,UNLV                    ,Air Force               
021-02-06,Indiana St              ,Northern Iowa           
021-02-06,St Louis                ,St Bonaventure          
021-02-06,Michigan St             ,Nebraska                
021-02-06,Monmouth NJ             ,Manhattan               
021-02-06,New Hampshire           ,MA Lowell               
021-02-06,Lipscomb                ,Stetson                 
021-02-06,FL Gulf Coast           ,North Alabama           
021-02-06,Fordham                 ,La Salle                
021-02-06,W Michigan              ,C Michigan              
021-02-06,Houston                 ,Our Lady Lake           
021-02-06,Virginia                ,Pittsburgh              
021-02-06,Hawaii                  ,Cal Poly                
021-02-06,Southern Utah           ,Benedictine AZ          
021-02-06,Pepperdine              ,Portland                
021-02-06,Morgan St               ,Delaware St             
021-02-06,TX Southern             ,UTRGV                   
021-02-06,Tarleton St             ,SW Adventist            
021-02-07,Col Charleston          ,Towson                  
021-02-07,Hofstra                 ,Drexel                  
021-02-07,Indiana                 ,Iowa                    
021-02-07,Wichita St              ,Temple                  
021-02-07,Cincinnati              ,Tulane                  
021-02-07,Loyola-Chicago          ,Evansville              
021-02-07,Nevada                  ,Boise St                
021-02-07,Norfolk St              ,Coppin St               
021-02-07,Missouri St             ,Illinois St             
021-02-07,S Illinois              ,Bradley                 
021-02-07,Valparaiso              ,Drake                   
021-02-07,UMBC                    ,Stony Brook             
021-02-07,Quinnipiac              ,Fairfield               
021-02-07,Stanford                ,California              
021-02-07,High Point              ,Hampton                 
021-02-07,Villanova               ,Georgetown              
021-02-07,Northern Iowa           ,Indiana St              
021-02-07,Loyola MD               ,Lafayette               
021-02-07,UC San Diego            ,Bethesda                
021-02-08,MS Valley St            ,Alabama St              
021-02-08,Grambling               ,Alcorn St               
021-02-08,Jackson St              ,Southern Univ           
021-02-08,Kansas                  ,Oklahoma St             
021-02-08,Alabama A&M             ,Ark Pine Bluff          
021-02-08,Ohio St                 ,Maryland                
021-02-08,SMU                     ,East Carolina           
021-02-08,San Diego St            ,San Jose St             
021-02-08,UNLV                    ,Air Force               
021-02-08,Colorado                ,Oregon St               
021-02-08,Furman                  ,UNC Greensboro          
021-02-08,E Kentucky              ,SIUE                    
021-02-08,LIU Brooklyn            ,St Francis NY           
021-02-08,Abilene Chr             ,TAM C. Christi          
021-02-08,TN Martin               ,Austin Peay             
021-02-08,SC Upstate              ,Gardner Webb            
021-02-08,Gonzaga                 ,BYU                     
021-02-08,Mercer                  ,Samford                 
021-02-08,UMBC                    ,Stony Brook             
021-02-08,Hampton                 ,High Point              
021-02-08,Fairfield               ,Quinnipiac              
021-02-08,Coppin St               ,Norfolk St              
021-02-08,Minnesota               ,Nebraska                
021-02-08,Florida A&M             ,NC Central              
021-02-08,Lafayette               ,Loyola MD               
021-02-08,Youngstown St           ,Rochester MI            
021-02-09,Kent                    ,Bowling Green           
021-02-09,Texas                   ,Kansas St               
021-02-09,TCU                     ,Iowa St                 
021-02-09,West Virginia           ,Texas Tech              
021-02-09,Notre Dame              ,Duke                    
021-02-09,Arkansas                ,Kentucky                
021-02-09,Syracuse                ,NC State                
021-02-09,Auburn                  ,Vanderbilt              
021-02-09,Alabama                 ,South Carolina          
021-02-09,Michigan St             ,Penn St                 
021-02-09,Creighton               ,Georgetown              
021-02-09,Florida A&M             ,NC Central              
021-02-09,Butler                  ,St John's               
021-02-09,Tarleton St             ,McMurry                 
021-02-09,VCU                     ,Dayton                  
021-02-09,St Bonaventure          ,La Salle                
