date,win_team,lose_team
020-12-18,Howard                  ,Hampton                 
020-12-18,Iona                    ,Rider                   
020-12-18,Ark Little Rock         ,Champion Bap            
020-12-18,Monmouth NJ             ,St Peter's              
020-12-18,BYU                     ,San Diego St            
020-12-18,Utah                    ,Idaho                   
020-12-18,Nevada                  ,Air Force               
020-12-18,Presbyterian            ,S Carolina St           
020-12-18,Weber St                ,Portland St             
020-12-18,S Illinois              ,North Dakota            
020-12-18,Belmont                 ,Tennessee St            
020-12-18,Wichita St              ,Emporia St              
020-12-18,Tennessee               ,Tennessee Tech          
020-12-18,W Michigan              ,C Michigan              
020-12-18,Richmond                ,Loyola-Chicago          
020-12-18,NC A&T                  ,Greensboro              
020-12-18,Montana                 ,Dickinson St ND         
020-12-18,Appalachian St          ,Columbia Intl           
020-12-18,Drake                   ,South Dakota            
020-12-18,Bowling Green           ,Robert Morris           
020-12-18,Southern Utah           ,Bethesda                
020-12-18,Utah St                 ,N Colorado              
020-12-18,Idaho St                ,SAGU Amer Ind           
020-12-19,Gonzaga                 ,Iowa                    
020-12-19,Indiana St              ,Ball St                 
020-12-19,Louisiana Tech          ,Lamar                   
020-12-19,Auburn                  ,Troy                    
020-12-19,Dayton                  ,Mississippi             
020-12-19,East Carolina           ,James Madison           
020-12-19,Baylor                  ,Kansas St               
020-12-19,Samford                 ,Kennesaw                
020-12-19,Loy Marymount           ,Cal Poly                
020-12-19,Oklahoma                ,Houston Bap             
020-12-19,Purdue                  ,Notre Dame              
020-12-19,Southern Miss           ,ULM                     
020-12-19,St Mary's CA            ,Colorado St             
020-12-19,Stanford                ,Arizona                 
020-12-19,Toledo                  ,Valparaiso              
020-12-19,Chattanooga             ,UAB                     
020-12-19,Vanderbilt              ,Radford                 
020-12-19,Virginia Tech           ,Coppin St               
020-12-19,High Point              ,William & Mary          
020-12-19,Bradley                 ,Miami OH                
020-12-19,Texas St                ,Denver                  
020-12-19,UCF                     ,Florida St              
020-12-19,Winthrop                ,Furman                  
020-12-19,Indiana                 ,Butler                  
020-12-19,Miami FL                ,Jacksonville            
020-12-19,Missouri St             ,Northwestern LA         
020-12-19,Sam Houston St          ,Rice                    
020-12-19,Alabama A&M             ,South Alabama           
020-12-19,UNC Greensboro          ,Elon                    
020-12-19,Flagler                 ,North Florida           
020-12-19,Hartford                ,Maine                   
020-12-19,UMBC                    ,SUNY Albany             
020-12-19,Stony Brook             ,Binghamton              
020-12-19,UC Santa Barbara        ,Pepperdine              
020-12-19,NC State                ,Campbell                
020-12-19,Georgia                 ,Cincinnati              
020-12-19,Citadel                 ,Longwood                
020-12-19,Ga Southern             ,Florida Intl            
020-12-19,Tulane                  ,Grambling               
020-12-19,Charlotte               ,NC A&T                  
020-12-19,Syracuse                ,Buffalo                 
020-12-19,Drexel                  ,F Dickinson             
020-12-19,TAM C. Christi          ,Our Lady Lake           
020-12-19,La Salle                ,Delaware                
020-12-19,E Washington            ,Northern Arizona        
020-12-19,N Kentucky              ,Youngstown St           
020-12-19,Wright St               ,Detroit                 
020-12-19,St Bonaventure          ,Hofstra                 
020-12-19,Niagara                 ,Fairfield               
020-12-19,St Peter's              ,Monmouth NJ             
020-12-19,Iona                    ,Rider                   
020-12-19,WI Milwaukee            ,WI Green Bay            
020-12-19,IL Chicago              ,Oakland                 
020-12-19,Temple                  ,NJIT                    
020-12-19,Fresno St               ,Fresno Pacific          
020-12-19,Marist                  ,Manhattan               
020-12-19,Louisiana               ,McNeese St              
020-12-19,California              ,CS Northridge           
020-12-19,Wisconsin               ,Louisville              
020-12-19,WKU                     ,Alabama                 
020-12-19,Stetson                 ,Carver Bib              
020-12-19,WV Tech                 ,Morgan St               
020-12-19,North Carolina          ,Kentucky                
020-12-19,Ohio St                 ,UCLA                    
020-12-19,Missouri KC             ,Kansas Chr              
020-12-19,ETSU                    ,Lee TN                  
020-12-19,Oregon                  ,Portland                
020-12-19,Villanova               ,St Joseph's PA          
020-12-19,Akron                   ,Malone                  
020-12-19,Tennessee St            ,Crowley's Ridge         
020-12-19,Cleveland St            ,PFW                     
020-12-19,CS Bakersfield          ,St Katherine            
020-12-19,Dixie St                ,Bethesda                
020-12-19,Cent Arkansas           ,Champion Bap            
020-12-19,UC Irvine               ,San Diego               
020-12-19,Hawaii                  ,Hawaii Hilo             
020-12-19,Missouri KC             ,Kansas Chr              
020-12-20,UMBC                    ,SUNY Albany             
020-12-20,Arkansas                ,Oral Roberts            
020-12-20,Stony Brook             ,Binghamton              
020-12-20,Wright St               ,Detroit                 
020-12-20,Drake                   ,Chicago St              
020-12-20,Georgia Tech            ,Delaware St             
020-12-20,Hartford                ,Maine                   
020-12-20,IL Chicago              ,Oakland                 
020-12-20,Iowa St                 ,Jackson St              
020-12-20,Youngstown St           ,N Kentucky              
020-12-20,Providence              ,Seton Hall              
020-12-20,St John's               ,Georgetown              
020-12-20,Texas                   ,Oklahoma St             
020-12-20,Creighton               ,Connecticut             
020-12-20,WI Milwaukee            ,WI Green Bay            
020-12-20,Xavier                  ,Marquette               
020-12-20,Arkansas St             ,Champion Bap            
020-12-20,Colorado                ,Washington              
020-12-20,Rutgers                 ,Illinois                
020-12-20,Northwestern            ,Michigan St             
020-12-20,North Alabama           ,Freed-Hardeman          
020-12-20,Minnesota               ,St Louis                
020-12-20,Air Force               ,Nevada                  
020-12-20,San Francisco           ,Grand Canyon            
020-12-20,Portland St             ,Weber St                
020-12-20,UT San Antonio          ,Our Lady Lake           
020-12-20,Marist                  ,Manhattan               
020-12-20,Houston                 ,Alcorn St               
020-12-20,UTEP                    ,Benedictine AZ          
020-12-20,Old Dominion            ,Northeastern            
020-12-20,Pacific                 ,Westmont                
020-12-20,South Dakota            ,Mt Marty                
020-12-20,W Illinois              ,TN Martin               
020-12-20,Ga Southern             ,Carver Bib              
020-12-20,Marshall                ,Robert Morris           
020-12-20,Cleveland St            ,PFW                     
020-12-20,C Michigan              ,Olivet MI               
020-12-20,James Madison           ,Alice Lloyd             
020-12-21,Texas St                ,Northern Arizona        
020-12-21,Austin Peay             ,Murray St               
020-12-21,Baylor                  ,Ark Pine Bluff          
020-12-21,Hampton                 ,Charleston So           
020-12-21,Georgia St              ,Col Charleston          
020-12-21,Kansas St               ,Jacksonville            
020-12-21,Missouri St             ,Ark Little Rock         
020-12-21,Texas A&M               ,Wofford                 
020-12-21,Sam Houston St          ,UTRGV                   
020-12-21,Samford                 ,Belhaven MS             
020-12-21,Furman                  ,S Carolina St           
020-12-21,North Florida           ,Edward Waters           
020-12-21,Washington St           ,Prairie View            
020-12-21,UNC Wilmington          ,Campbell                
020-12-21,Belmont                 ,Evansville              
020-12-21,FL Atlantic             ,Florida Col             
020-12-21,Gonzaga                 ,Northwestern LA         
020-12-21,Lipscomb                ,Crowley's Ridge         
020-12-21,Virginia Tech           ,Longwood                
020-12-21,Tulsa                   ,Memphis                 
020-12-21,Wagner                  ,Sacred Heart            
020-12-21,Utah St                 ,San Jose St             
020-12-21,Southern Utah           ,Bethesda                
020-12-21,BYU                     ,TX Southern             
020-12-21,Florida St              ,Gardner Webb            
020-12-21,MA Lowell               ,Vermont                 
020-12-21,Boise St                ,New Mexico              
020-12-21,Mississippi St          ,MS Valley St            
020-12-21,George Mason            ,VMI                     
020-12-21,Tennessee               ,St Joseph's PA          
020-12-21,Clemson                 ,Morehead St             
020-12-21,Rice                    ,New Orleans             
020-12-21,Stanford                ,CS Bakersfield          
020-12-21,S Illinois              ,Butler                  
020-12-21,Bryant                  ,Massachusetts           
020-12-21,Florida Intl            ,Carver Bib              
020-12-21,Morgan St               ,Delaware                
020-12-22,Mercer                  ,Kennesaw                
020-12-22,Alabama                 ,ETSU                    
020-12-22,Arkansas                ,Abilene Chr             
020-12-22,Auburn                  ,Appalachian St          
020-12-22,Citadel                 ,Presbyterian            
020-12-22,Georgia                 ,Northeastern            
020-12-22,Kansas                  ,West Virginia           
020-12-22,Louisiana Tech          ,ULM                     
020-12-22,Marshall                ,UNC Asheville           
020-12-22,Maryland                ,La Salle                
020-12-22,Missouri                ,Bradley                 
020-12-22,N Colorado              ,Idaho St                
020-12-22,Texas Tech              ,Oklahoma                
020-12-22,Old Dominion            ,VA Wesleyan             
020-12-22,Mississippi             ,TN Martin               
020-12-22,TCU                     ,N Dakota St             
020-12-22,Chattanooga             ,Tennessee St            
020-12-22,WKU                     ,Tennessee Tech          
020-12-22,Indiana St              ,SE Missouri St          
020-12-22,FL Gulf Coast           ,Ga Southern             
020-12-22,UT San Antonio          ,Lamar                   
020-12-22,E Kentucky              ,High Point              
020-12-22,UT Arlington            ,Howard Payne            
020-12-22,Louisville              ,Pittsburgh              
020-12-22,Portland                ,Montana St              
020-12-22,NC State                ,North Carolina          
020-12-22,UNC Greensboro          ,NC A&T                  
020-12-22,Hofstra                 ,Richmond                
020-12-22,Liberty                 ,Alcorn St               
020-12-22,Colorado                ,Grand Canyon            
020-12-22,Davidson                ,Vanderbilt              
020-12-22,Northern Arizona        ,Denver                  
020-12-22,Charlotte               ,G Washington            
020-12-22,Houston                 ,Temple                  
020-12-22,Arizona                 ,Montana                 
020-12-22,Iowa                    ,Purdue                  
020-12-22,San Diego St            ,St Mary's CA            
020-12-22,Sacred Heart            ,Wagner                  
020-12-22,Toledo                  ,N Illinois              
020-12-22,UCF                     ,Cincinnati              
020-12-22,East Carolina           ,Tulane                  
020-12-22,Hampton                 ,Charleston So           
020-12-22,Wichita St              ,South Florida           
020-12-22,Drake                   ,North Dakota            
020-12-22,Akron                   ,Ohio                    
020-12-22,F Dickinson             ,Fairfield               
020-12-22,Ball St                 ,W Michigan              
020-12-22,Vermont                 ,MA Lowell               
020-12-22,Wisconsin               ,Nebraska                
020-12-22,Boston College          ,Maine                   
020-12-22,Virginia                ,William & Mary          
020-12-22,Niagara                 ,SUNY Albany             
020-12-22,North Texas             ,LSU-Alexandria          
020-12-22,California              ,Seattle                 
020-12-22,Oregon St               ,Portland St             
020-12-22,UC San Diego            ,St Katherine            
020-12-22,VCU                     ,James Madison           
020-12-22,Gonzaga                 ,Northwestern LA         
020-12-22,Loyola-Chicago          ,St Francis IL           
020-12-22,TAM C. Christi          ,Paul Quinn              
020-12-22,Colorado St             ,Santa Clara             
020-12-23,Butler                  ,Providence              
020-12-23,Creighton               ,Xavier                  
020-12-23,Villanova               ,Marquette               
020-12-23,Seton Hall              ,Georgetown              
020-12-23,UNC Wilmington          ,Delaware St             
020-12-23,SE Louisiana            ,Grambling               
020-12-23,St Louis                ,Missouri KC             
020-12-23,BYU                     ,Weber St                
020-12-23,Illinois                ,Penn St                 
020-12-23,Northwestern            ,Indiana                 
020-12-23,Washington St           ,Northwestern LA         
020-12-23,Ohio St                 ,Rutgers                 
020-12-23,Utah St                 ,San Jose St             
020-12-23,Idaho St                ,N Colorado              
020-12-23,Boise St                ,New Mexico              
020-12-23,NJIT                    ,Rider                   
020-12-23,Tennessee               ,SC Upstate              
020-12-23,Iona                    ,Coppin St               
020-12-23,CS Bakersfield          ,Pepperdine              
020-12-23,DePaul                  ,W Illinois              
020-12-23,George Mason            ,Towson                  
020-12-23,Tulsa                   ,SW Christian            
020-12-23,UC San Diego            ,St Katherine            
020-12-23,Notre Dame              ,Bellarmine              
020-12-23,St Peter's              ,St Francis NY           
020-12-25,Minnesota               ,Iowa                    
020-12-25,Purdue                  ,Maryland                
020-12-25,Wisconsin               ,Michigan St             
020-12-25,Michigan                ,Nebraska                
020-12-26,Cleveland St            ,Youngstown St           
020-12-26,Robert Morris           ,PFW                     
020-12-26,Louisville              ,Kentucky                
020-12-26,Wright St               ,WI Green Bay            
020-12-26,Illinois                ,Indiana                 
020-12-26,Northwestern            ,Ohio St                 
020-12-26,Houston                 ,UCF                     
020-12-26,Towson                  ,Coppin St               
020-12-26,Norfolk St              ,George Mason            
020-12-26,Gonzaga                 ,Virginia                
020-12-26,LSU                     ,Nicholls St             
020-12-26,Oakland                 ,Detroit                 
020-12-27,UMBC                    ,Binghamton              
020-12-27,New Hampshire           ,Hartford                
020-12-27,Stony Brook             ,MA Lowell               
020-12-27,Vermont                 ,NJIT                    
020-12-27,UC Irvine               ,UC Santa Barbara        
020-12-27,PFW                     ,Robert Morris           
020-12-27,Wright St               ,WI Green Bay            
020-12-27,Cleveland St            ,Youngstown St           
020-12-27,Missouri St             ,Northern Iowa           
020-12-27,Drake                   ,Indiana St              
020-12-27,S Illinois              ,Evansville              
020-12-27,Loyola-Chicago          ,Illinois St             
020-12-27,Providence              ,DePaul                  
020-12-27,E Michigan              ,Olivet MI               
020-12-27,Jacksonville St         ,Carver Bib              
020-12-27,Vanderbilt              ,Alcorn St               
020-12-27,Monmouth NJ             ,Canisius                
020-12-27,Oakland                 ,Detroit                 
020-12-28,New Hampshire           ,Hartford                
020-12-28,Stony Brook             ,MA Lowell               
020-12-28,Binghamton              ,UMBC                    
020-12-28,NJIT                    ,Vermont                 
020-12-28,UC Irvine               ,UC Santa Barbara        
020-12-28,Troy                    ,Carver Bib              
020-12-28,Colorado St             ,Fresno St               
020-12-28,Maryland                ,Wisconsin               
020-12-28,Arizona                 ,Colorado                
020-12-28,Drake                   ,Indiana St              
020-12-28,Evansville              ,S Illinois              
020-12-28,Northern Iowa           ,Missouri St             
020-12-28,Loyola-Chicago          ,Illinois St             
020-12-28,Minnesota               ,Michigan St             
020-12-28,Gonzaga                 ,Northern Arizona        
020-12-28,Monmouth NJ             ,Canisius                
020-12-28,Southern Miss           ,Loyola NO               
020-12-28,CS Northridge           ,New Mexico St           
020-12-29,Alabama                 ,Mississippi             
020-12-29,Baylor                  ,Cent Arkansas           
020-12-29,Gonzaga                 ,Dixie St                
020-12-29,LSU                     ,Texas A&M               
020-12-29,Texas Tech              ,Incarnate Word          
020-12-29,Lamar                   ,SE Louisiana            
020-12-29,Clemson                 ,Florida St              
020-12-29,Virginia Tech           ,Miami FL                
020-12-29,Kansas St               ,NE Omaha                
020-12-29,Lipscomb                ,Freed-Hardeman          
020-12-29,Tulsa                   ,Houston                 
020-12-29,Iowa                    ,Northwestern            
020-12-29,Memphis                 ,South Florida           
020-12-29,Rutgers                 ,Purdue                  
020-12-29,McNeese St              ,Champion Bap            
020-12-29,Abilene Chr             ,Dallas Chr              
020-12-29,Sam Houston St          ,M Hardin-Baylor         
020-12-29,C Michigan              ,E Michigan              
020-12-29,West Virginia           ,Northeastern            
020-12-29,Wofford                 ,Mercer                  
020-12-29,USC                     ,Santa Clara             
020-12-30,Arkansas                ,Auburn                  
020-12-30,Belmont                 ,Murray St               
020-12-30,Furman                  ,Chattanooga             
020-12-30,ETSU                    ,W Carolina              
020-12-30,E Kentucky              ,E Illinois              
020-12-30,Mississippi St          ,Georgia                 
020-12-30,Hampton                 ,Gardner Webb            
020-12-30,High Point              ,SC Upstate              
020-12-30,Jacksonville St         ,TN Martin               
020-12-30,UNC Asheville           ,Longwood                
020-12-30,Tennessee               ,Missouri                
020-12-30,Seattle                 ,Portland                
020-12-30,Radford                 ,Presbyterian            
020-12-30,Samford                 ,VMI                     
020-12-30,St Mary's CA            ,CS Sacramento           
020-12-30,Austin Peay             ,Tennessee St            
020-12-30,Tennessee Tech          ,SE Missouri St          
020-12-30,Winthrop                ,Campbell                
020-12-30,Rhode Island            ,St Bonaventure          
020-12-30,Richmond                ,Davidson                
020-12-30,La Salle                ,Dayton                  
020-12-30,G Washington            ,Fordham                 
020-12-30,George Mason            ,Massachusetts           
020-12-30,Indiana                 ,Penn St                 
020-12-30,Ohio St                 ,Nebraska                
020-12-30,VCU                     ,St Joseph's PA          
020-12-30,SMU                     ,Temple                  
020-12-30,Colorado St             ,Fresno St               
020-12-30,Virginia                ,Notre Dame              
020-12-30,McNeese St              ,Champion Bap            
020-12-30,NC State                ,Boston College          
020-12-30,Florida                 ,Vanderbilt              
020-12-30,Georgia Tech            ,North Carolina          
020-12-30,Connecticut             ,DePaul                  
020-12-30,Providence              ,Butler                  
020-12-30,Seton Hall              ,Xavier                  
020-12-30,Baylor                  ,Alcorn St               
020-12-30,Bowling Green           ,Ohio                    
020-12-30,TCU                     ,Prairie View            
020-12-30,Manhattan               ,Delaware St             
020-12-30,Wichita St              ,Newman                  
020-12-31,San Francisco           ,San Diego               
020-12-31,Northern Arizona        ,Idaho                   
020-12-31,Incarnate Word          ,McMurry                 
020-12-31,Michigan                ,Maryland                
020-12-31,Wisconsin               ,Minnesota               
020-12-31,Gardner Webb            ,Hampton                 
020-12-31,Longwood                ,UNC Asheville           
020-12-31,Boise St                ,San Jose St             
020-12-31,Winthrop                ,Campbell                
020-12-31,Nevada                  ,New Mexico              
020-12-31,Utah St                 ,Air Force               
020-12-31,Oregon                  ,California              
020-12-31,Arizona                 ,Washington              
020-12-31,UCLA                    ,Utah                    
020-12-31,Presbyterian            ,Radford                 
020-12-31,SC Upstate              ,High Point              
020-12-31,Colorado                ,USC                     
020-12-31,Wake Forest             ,Catawba                 
021-01-01,Troy                    ,Appalachian St          
021-01-01,South Alabama           ,Ga Southern             
021-01-01,ULM                     ,Arkansas St             
021-01-01,Louisiana               ,Texas St                
021-01-01,Long Beach St           ,CS Bakersfield          
021-01-01,UC Santa Barbara        ,CS Fullerton            
021-01-01,Ark Little Rock         ,UT Arlington            
021-01-01,Coastal Car             ,Georgia St              
021-01-01,Canisius                ,St Peter's              
021-01-01,Rider                   ,Fairfield               
021-01-01,N Kentucky              ,PFW                     
021-01-01,Robert Morris           ,WI Milwaukee            
021-01-01,Youngstown St           ,WI Green Bay            
021-01-01,Cleveland St            ,IUPUI                   
021-01-01,Incarnate Word          ,McMurry                 
021-01-01,Lipscomb                ,Liberty                 
021-01-01,Rice                    ,UT San Antonio          
021-01-01,WKU                     ,Charlotte               
021-01-01,Jacksonville            ,Kennesaw                
021-01-01,Bellarmine              ,Transylvania            
021-01-01,Wright St               ,Oakland                 
021-01-01,Florida Intl            ,Old Dominion            
021-01-01,Louisiana Tech          ,Marshall                
021-01-01,Southern Miss           ,UTEP                    
021-01-01,Marist                  ,Niagara                 
021-01-01,Montana St              ,MT Western              
021-01-01,Akron                   ,Kent                    
021-01-02,Charlotte               ,WKU                     
021-01-02,Northern Arizona        ,Idaho                   
021-01-02,Appalachian St          ,Troy                    
021-01-02,Ga Southern             ,South Alabama           
021-01-02,CS Bakersfield          ,Long Beach St           
021-01-02,ULM                     ,Arkansas St             
021-01-02,UC Santa Barbara        ,CS Fullerton            
021-01-02,Texas St                ,Louisiana               
021-01-02,Georgia St              ,Coastal Car             
021-01-02,Abilene Chr             ,Lamar                   
021-01-02,Grambling               ,Alabama St              
021-01-02,Missouri                ,Arkansas                
021-01-02,Ark Pine Bluff          ,MS Valley St            
021-01-02,E Kentucky              ,Austin Peay             
021-01-02,Ohio                    ,Ball St                 
021-01-02,Colgate                 ,Army                    
021-01-02,E Illinois              ,Tennessee Tech          
021-01-02,Florida                 ,LSU                     
021-01-02,Old Dominion            ,Florida Intl            
021-01-02,Furman                  ,Mercer                  
021-01-02,Gonzaga                 ,San Francisco           
021-01-02,Baylor                  ,Iowa St                 
021-01-02,Cleveland St            ,IUPUI                   
021-01-02,Texas                   ,Kansas                  
021-01-02,TCU                     ,Kansas St               
021-01-02,Lehigh                  ,Lafayette               
021-01-02,Marshall                ,Louisiana Tech          
021-01-02,Cent Arkansas           ,McNeese St              
021-01-02,Kentucky                ,Mississippi St          
021-01-02,N Colorado              ,Montana                 
021-01-02,Morehead St             ,Murray St               
021-01-02,Navy                    ,Bucknell                
021-01-02,ETSU                    ,UNC Greensboro          
021-01-02,Sam Houston St          ,Nicholls St             
021-01-02,North Dakota            ,Missouri KC             
021-01-02,Bowling Green           ,N Illinois              
021-01-02,N Kentucky              ,PFW                     
021-01-02,Oakland                 ,Wright St               
021-01-02,Oklahoma                ,West Virginia           
021-01-02,Wichita St              ,Mississippi             
021-01-02,South Dakota            ,Denver                  
021-01-02,SE Missouri St          ,Tennessee St            
021-01-02,UTEP                    ,Southern Miss           
021-01-02,SF Austin               ,New Orleans             
021-01-02,Alabama                 ,Tennessee               
021-01-02,Texas A&M               ,Auburn                  
021-01-02,Oklahoma St             ,Texas Tech              
021-01-02,Belmont                 ,TN Martin               
021-01-02,VMI                     ,Chattanooga             
021-01-02,N Dakota St             ,W Illinois              
021-01-02,Toledo                  ,W Michigan              
021-01-02,Wofford                 ,Samford                 
021-01-02,WI Green Bay            ,Youngstown St           
021-01-02,Oral Roberts            ,NE Omaha                
021-01-02,Jacksonville            ,Kennesaw                
021-01-02,Liberty                 ,Lipscomb                
021-01-02,Clemson                 ,Miami FL                
021-01-02,Houston Bap             ,Northwestern LA         
021-01-02,Louisville              ,Boston College          
021-01-02,Bellarmine              ,Mt St Joseph            
021-01-02,Dayton                  ,George Mason            
021-01-02,La Salle                ,Fordham                 
021-01-02,St Bonaventure          ,Richmond                
021-01-02,Delaware                ,Col Charleston          
021-01-02,Hartford                ,Binghamton              
021-01-02,Hofstra                 ,William & Mary          
021-01-02,Maine                   ,New Hampshire           
021-01-02,Northeastern            ,Elon                    
021-01-02,SUNY Albany             ,Vermont                 
021-01-02,NJIT                    ,MA Lowell               
021-01-02,Tulsa                   ,Cincinnati              
021-01-02,Duquesne                ,G Washington            
021-01-02,Illinois                ,Purdue                  
021-01-02,Iowa                    ,Rutgers                 
021-01-02,Michigan St             ,Nebraska                
021-01-02,Boise St                ,San Jose St             
021-01-02,Utah St                 ,Air Force               
021-01-02,Wyoming                 ,Fresno St               
021-01-02,Nevada                  ,New Mexico              
021-01-02,Canisius                ,St Peter's              
021-01-02,Tulane                  ,East Carolina           
021-01-02,South Florida           ,UCF                     
021-01-02,UCLA                    ,Colorado                
021-01-02,Oregon                  ,Stanford                
021-01-02,Arizona                 ,Washington St           
021-01-02,USC                     ,Utah                    
021-01-02,Oregon St               ,California              
021-01-02,Evansville              ,Northern Iowa           
021-01-02,Missouri St             ,Indiana St              
021-01-02,Rice                    ,UT San Antonio          
021-01-02,South Carolina          ,Florida A&M             
021-01-02,Fairfield               ,Rider                   
021-01-02,Creighton               ,Providence              
021-01-02,Marquette               ,Georgetown              
021-01-02,NC A&T                  ,S Carolina St           
021-01-02,Seton Hall              ,Butler                  
021-01-02,Colorado St             ,San Diego St            
021-01-02,Niagara                 ,Marist                  
021-01-02,North Carolina          ,Notre Dame              
021-01-02,Loyola-Chicago          ,North Texas             
021-01-02,Weber St                ,Utah Valley             
021-01-02,Ark Little Rock         ,UT Arlington            
021-01-03,Col Charleston          ,Delaware                
021-01-03,Hartford                ,Binghamton              
021-01-03,Hofstra                 ,William & Mary          
021-01-03,New Hampshire           ,Maine                   
021-01-03,Northeastern            ,Elon                    
021-01-03,MA Lowell               ,NJIT                    
021-01-03,Vermont                 ,SUNY Albany             
021-01-03,Georgia Tech            ,Wake Forest             
021-01-03,Rhode Island            ,St Joseph's PA          
021-01-03,Michigan                ,Northwestern            
021-01-03,Minnesota               ,Ohio St                 
021-01-03,Navy                    ,Bucknell                
021-01-03,Army                    ,Colgate                 
021-01-03,Lafayette               ,Lehigh                  
021-01-03,Oral Roberts            ,NE Omaha                
021-01-03,South Dakota            ,Denver                  
021-01-03,N Dakota St             ,W Illinois              
021-01-03,Houston                 ,SMU                     
021-01-03,Drake                   ,S Illinois              
021-01-03,Missouri St             ,Indiana St              
021-01-03,Evansville              ,Northern Iowa           
021-01-03,Missouri KC             ,North Dakota            
021-01-03,NC A&T                  ,S Carolina St           
021-01-03,Siena                   ,Monmouth NJ             
021-01-03,CS Sacramento           ,Fresno Pacific          
021-01-03,G Washington            ,Duquesne                
021-01-03,Morgan St               ,James Madison           
021-01-04,Jackson St              ,Alabama St              
021-01-04,West Virginia           ,Oklahoma St             
021-01-04,Indiana                 ,Maryland                
021-01-04,Fresno St               ,Wyoming                 
021-01-04,SC Upstate              ,Longwood                
021-01-04,Drake                   ,S Illinois              
021-01-04,Radford                 ,Hampton                 
021-01-04,Montana                 ,N Colorado              
021-01-04,Siena                   ,Monmouth NJ             
021-01-04,Boston Univ             ,Holy Cross              
021-01-04,Coppin St               ,Delaware St             
021-01-04,San Diego St            ,Colorado St             
021-01-04,Stanford                ,Oregon St               
021-01-04,Winthrop                ,Charleston So           
021-01-04,Campbell                ,Gardner Webb            
021-01-04,S Dakota St             ,Mt Marty                
021-01-04,San Jose St             ,Benedictine AZ          
021-01-04,Youngstown St           ,Carlow                  
021-01-05,Alabama                 ,Florida                 
021-01-05,Toledo                  ,Kent                    
021-01-05,Kentucky                ,Vanderbilt              
021-01-05,Mississippi St          ,Missouri                
021-01-05,Ohio                    ,N Illinois              
021-01-05,Radford                 ,Hampton                 
021-01-05,Kansas                  ,TCU                     
021-01-05,Texas                   ,Iowa St                 
021-01-05,Texas Tech              ,Kansas St               
021-01-05,SC Upstate              ,Longwood                
021-01-05,North Carolina          ,Miami FL                
021-01-05,Fordham                 ,Dayton                  
021-01-05,Clemson                 ,NC State                
021-01-05,Davidson                ,Duquesne                
021-01-05,Michigan St             ,Rutgers                 
021-01-05,Connecticut             ,Marquette               
021-01-05,Holy Cross              ,Boston Univ             
021-01-05,Bowling Green           ,C Michigan              
021-01-05,Coppin St               ,Delaware St             
021-01-05,Winthrop                ,Charleston So           
021-01-05,Gardner Webb            ,Campbell                
021-01-05,James Madison           ,FL Atlantic             
021-01-06,Baylor                  ,Oklahoma                
021-01-06,Cent Arkansas           ,New Orleans             
021-01-06,Chattanooga             ,Samford                 
021-01-06,LSU                     ,Georgia                 
021-01-06,Nicholls St             ,Lamar                   
021-01-06,Mississippi             ,Auburn                  
021-01-06,Sam Houston St          ,SE Louisiana            
021-01-06,South Carolina          ,Texas A&M               
021-01-06,Tennessee               ,Arkansas                
021-01-06,UNC Greensboro          ,Wofford                 
021-01-06,Abilene Chr             ,Houston Bap             
021-01-06,Incarnate Word          ,Northwestern LA         
021-01-06,Richmond                ,Rhode Island            
021-01-06,VCU                     ,George Mason            
021-01-06,Michigan                ,Minnesota               
021-01-06,St Bonaventure          ,St Joseph's PA          
021-01-06,Tulsa                   ,South Florida           
021-01-06,Boise St                ,Air Force               
021-01-06,Houston                 ,Wichita St              
021-01-06,Duke                    ,Boston College          
021-01-06,Louisville              ,Virginia Tech           
021-01-06,Virginia                ,Wake Forest             
021-01-06,Creighton               ,Seton Hall              
021-01-06,Butler                  ,Georgetown              
021-01-06,Utah St                 ,New Mexico              
021-01-06,Xavier                  ,St John's               
021-01-06,Pittsburgh              ,Syracuse                
021-01-07,Belmont                 ,SE Missouri St          
021-01-07,E Illinois              ,Murray St               
021-01-07,E Kentucky              ,Jacksonville St         
021-01-07,Northeastern            ,Hofstra                 
021-01-07,Morehead St             ,Tennessee Tech          
021-01-07,Tennessee St            ,TN Martin               
021-01-07,Idaho St                ,Northern Arizona        
021-01-07,Montana St              ,N Colorado              
021-01-07,Southern Utah           ,Idaho                   
021-01-07,Bryant                  ,Central Conn            
021-01-07,Colorado St             ,UNLV                    
021-01-07,Illinois                ,Northwestern            
021-01-07,Wisconsin               ,Indiana                 
021-01-07,Iowa                    ,Maryland                
021-01-07,Merrimack               ,Sacred Heart            
021-01-07,St Francis NY           ,Mt St Mary's            
021-01-07,San Diego St            ,Nevada                  
021-01-07,Washington St           ,California              
021-01-07,Colorado                ,Oregon                  
021-01-07,USC                     ,Arizona                 
021-01-07,LIU Brooklyn            ,St Francis PA           
021-01-07,Stanford                ,Washington              
021-01-07,UCLA                    ,Arizona St              
021-01-07,Cincinnati              ,SMU                     
021-01-07,UTRGV                   ,St Mary's TX            
021-01-07,San Francisco           ,Portland                
021-01-07,Gonzaga                 ,BYU                     
021-01-08,Cleveland St            ,N Kentucky              
021-01-08,PFW                     ,IL Chicago              
021-01-08,S Dakota St             ,W Illinois              
021-01-08,South Dakota            ,Missouri KC             
