date,win_team,lose_team
2/13/2021,Oakland,Robert Morris
2/13/2021,WKU,Rice
2/13/2021,USC,Washington St
2/13/2021,Stanford,Utah
2/13/2021,Fresno St,Air Force
2/13/2021,Wright St,WI Milwaukee
2/13/2021,Creighton,Villanova
2/13/2021,Providence,DePaul
2/13/2021,Illinois St,S Illinois
2/13/2021,Norfolk St,Morgan St
2/13/2021,Missouri St,Bradley
2/13/2021,Connecticut,Xavier
2/13/2021,Georgetown,Butler
2/13/2021,Valparaiso,Northern Iowa
2/13/2021,Loyola-Chicago,Drake
2/13/2021,NJIT,Hartford
2/13/2021,SUNY Albany,MA Lowell
2/13/2021,Vermont,Stony Brook
2/13/2021,Syracuse,Boston College
2/13/2021,Wagner,F Dickinson
2/13/2021,Fairfield,St Peter's
2/13/2021,Canisius,Quinnipiac
2/13/2021,Colgate,Army
2/13/2021,Holy Cross,Boston Univ
2/13/2021,Lafayette,Loyola MD
2/13/2021,Kennesaw,Stetson
2/13/2021,Manhattan,Iona
2/13/2021,Liberty,North Florida
2/13/2021,Bellarmine,North Alabama
2/13/2021,Cal Baptist,CS Sacramento
2/14/2021,Elon,Col Charleston
2/14/2021,James Madison,Hofstra
2/14/2021,Towson,Northeastern
2/14/2021,Notre Dame,Miami FL
2/14/2021,Maryland,Minnesota
2/14/2021,Michigan,Wisconsin
2/14/2021,Nebraska,Penn St
2/14/2021,S Dakota St,Oral Roberts
2/14/2021,S Illinois,Illinois St
2/14/2021,Seton Hall,Marquette
2/14/2021,Norfolk St,Morgan St
2/14/2021,Missouri St,Bradley
2/14/2021,Cincinnati,UCF
2/14/2021,Drake,Loyola-Chicago
2/14/2021,Tulane,South Florida
2/14/2021,Georgia Tech,Pittsburgh
2/14/2021,Vermont,Stony Brook
2/14/2021,Indiana St,Evansville
2/14/2021,Arizona St,Oregon St
2/14/2021,St Peter's,Fairfield
2/14/2021,Hartford,NJIT
2/14/2021,North Dakota,South Dakota
2/14/2021,Boston Univ,Holy Cross
2/14/2021,Colgate,Army
2/14/2021,Loyola MD,Lafayette
2/14/2021,Richmond,St Mary's MD
2/14/2021,Northern Iowa,Valparaiso
2/14/2021,CS Sacramento,Cal Baptist
2/15/2021,Florida St,Virginia
2/15/2021,Washington,Washington St
2/15/2021,Chattanooga,ETSU
2/15/2021,Longwood,Hampton
2/15/2021,SF Austin,New Orleans
2/15/2021,Murray St,SIUE
2/15/2021,Presbyterian,SC Upstate
2/15/2021,E Kentucky,Tennessee Tech
2/15/2021,Idaho St,George Fox
2/16/2021,Akron,N Illinois
2/16/2021,Bowling Green,Ball St
2/16/2021,Toledo,Miami OH
2/16/2021,Kent,W Michigan
2/16/2021,Oklahoma St,Iowa St
2/16/2021,Rhode Island,Dayton
2/16/2021,Arkansas,Florida
2/16/2021,Georgia,Missouri
2/16/2021,Illinois,Northwestern
2/16/2021,Purdue,Michigan St
2/16/2021,St Louis,La Salle
2/16/2021,Connecticut,Providence
2/16/2021,SE Missouri St,Austin Peay
2/16/2021,St Francis NY,F Dickinson
2/16/2021,Wagner,Mt St Mary's
2/16/2021,Loy Marymount,Santa Clara
2/16/2021,St John's,Xavier
2/16/2021,Tulsa,Temple
2/16/2021,Maryland,Nebraska
2/17/2021,Mercer,ETSU
2/17/2021,Furman,Samford
2/17/2021,Chattanooga,W Carolina
2/17/2021,VMI,UNC Greensboro
2/17/2021,Wofford,Citadel
2/17/2021,Indiana,Minnesota
2/17/2021,Wyoming,New Mexico
2/17/2021,UCF,South Florida
2/17/2021,Kentucky,Vanderbilt
2/17/2021,Loyola-Chicago,Valparaiso
2/17/2021,Maryland,Nebraska
2/17/2021,NC State,Pittsburgh
2/17/2021,Marquette,Butler
2/17/2021,Missouri St,S Illinois
2/17/2021,Boise St,Utah St
2/17/2021,Seton Hall,DePaul
2/17/2021,USC,Arizona St
2/17/2021,Drake,Northern Iowa
2/17/2021,St Francis NY,F Dickinson
2/17/2021,Quinnipiac,Iona
2/17/2021,Wagner,Mt St Mary's
2/17/2021,VCU,Richmond
2/17/2021,Boston Univ,Holy Cross
2/17/2021,Indiana St,Evansville
2/17/2021,Kansas,Kansas St
2/17/2021,Duke,Wake Forest
2/17/2021,North Carolina,Northeastern
2/17/2021,Gardner Webb,Radford
2/17/2021,Tennessee,South Carolina
2/17/2021,Sacred Heart,Central Conn
2/18/2021,E Washington,Montana
2/18/2021,Gonzaga,St Mary's CA
2/18/2021,Loy Marymount,San Francisco
2/18/2021,San Diego,Santa Clara
2/18/2021,Portland St,Idaho
2/18/2021,Belmont,Jacksonville St
2/18/2021,E Illinois,Murray St
2/18/2021,Austin Peay,SIUE
2/18/2021,BYU,Pacific
2/18/2021,Tennessee St,Tennessee Tech
2/18/2021,Southern Utah,CS Sacramento
2/18/2021,Weber St,Northern Arizona
2/18/2021,Iowa,Wisconsin
2/18/2021,Michigan,Rutgers
2/18/2021,Ohio St,Penn St
2/18/2021,Washington St,California
2/18/2021,UCLA,Arizona
2/18/2021,Oregon,Colorado
2/18/2021,Oregon St,Utah
2/18/2021,San Diego St,Fresno St
2/18/2021,Stanford,Washington
2/18/2021,Winthrop,High Point
2/18/2021,Campbell,Hampton
2/18/2021,Vermont,UMBC
2/18/2021,Wichita St,Houston
2/18/2021,Illinois St,Bradley
2/18/2021,E Kentucky,TN Martin
2/18/2021,Gardner Webb,Radford
2/18/2021,Longwood,Charleston So
2/18/2021,SC Upstate,Presbyterian
2/19/2021,PFW,Cleveland St
2/19/2021,Missouri KC,Denver
2/19/2021,Detroit,Robert Morris
2/19/2021,IUPUI,Youngstown St
2/19/2021,Utah Valley,New Mexico St
2/19/2021,Tarleton St,Dixie St
2/19/2021,Grand Canyon,Cal Baptist
2/19/2021,IL Chicago,WI Green Bay
2/19/2021,NE Omaha,North Dakota
2/19/2021,S Dakota St,N Dakota St
2/19/2021,Oakland,WI Milwaukee
2/19/2021,N Kentucky,Wright St
2/19/2021,Dayton,St Louis
2/19/2021,South Alabama,Appalachian St
2/19/2021,Georgia St,Troy
2/19/2021,UC Irvine,CS Fullerton
2/19/2021,Long Beach St,Cal Poly
2/19/2021,Hawaii,CS Northridge
2/19/2021,UC Santa Barbara,CS Bakersfield
2/19/2021,UC Riverside,UC San Diego
2/19/2021,St Peter's,Marist
2/19/2021,UNLV,San Jose St
2/19/2021,Wyoming,New Mexico
2/19/2021,UAB,Old Dominion
2/19/2021,Boise St,Utah St
2/19/2021,Winthrop,High Point
2/19/2021,Toledo,Buffalo
2/19/2021,Canisius,Fairfield
2/19/2021,Iona,Monmouth NJ
2/19/2021,Stetson,Jacksonville
2/19/2021,Lipscomb,Kennesaw
2/19/2021,Campbell,Hampton
2/19/2021,UMBC,Vermont
2/19/2021,Longwood,Charleston So
2/19/2021,Akron,Ball St
2/19/2021,Southern Miss,Florida Intl
2/19/2021,Davidson,S Virginia
2/20/2021,Southern Utah,CS Sacramento
2/20/2021,Weber St,Northern Arizona
2/20/2021,South Alabama,Appalachian St
2/20/2021,Georgia St,Troy
2/20/2021,CS Fullerton,UC Irvine
2/20/2021,Long Beach St,Cal Poly
2/20/2021,CS Northridge,Hawaii
2/20/2021,UC Santa Barbara,CS Bakersfield
2/20/2021,UC San Diego,UC Riverside
2/20/2021,Citadel,VMI
2/20/2021,Kent,E Michigan
2/20/2021,Furman,Mercer
2/20/2021,Wofford,W Carolina
2/20/2021,Elon,William & Mary
2/20/2021,Old Dominion,UAB
2/20/2021,Oklahoma,Iowa St
2/20/2021,Kansas,Texas Tech
2/20/2021,Miami OH,N Illinois
2/20/2021,Kansas St,TCU
2/20/2021,West Virginia,Texas
2/20/2021,E Washington,Montana
2/20/2021,San Diego St,Fresno St
2/20/2021,Gonzaga,San Diego
2/20/2021,Portland St,Idaho
2/20/2021,BYU,Loy Marymount
2/20/2021,Santa Clara,Pepperdine
2/20/2021,Belmont,Tennessee Tech
2/20/2021,Duke,Virginia
2/20/2021,E Illinois,Austin Peay
2/20/2021,Georgia Tech,Miami FL
2/20/2021,TAM C. Christi,Lamar
2/20/2021,Jacksonville St,Tennessee St
2/20/2021,Kentucky,Tennessee
2/20/2021,North Carolina,Louisville
2/20/2021,Missouri,South Carolina
2/20/2021,Murray St,SIUE
2/20/2021,South Dakota,Oral Roberts
2/20/2021,Pacific,Portland
2/20/2021,Nicholls St,Cent Arkansas
2/20/2021,LIU Brooklyn,Central Conn
2/20/2021,F Dickinson,Mt St Mary's
2/20/2021,Florida,Georgia
2/20/2021,George Mason,VCU
2/20/2021,Illinois,Minnesota
2/20/2021,Michigan St,Indiana
2/20/2021,Bryant,Merrimack
2/20/2021,Mississippi St,Mississippi
2/20/2021,NC State,Wake Forest
2/20/2021,Purdue,Nebraska
2/20/2021,St Francis NY,Sacred Heart
2/20/2021,Wagner,St Francis PA
2/20/2021,Alabama,Vanderbilt
2/20/2021,Washington,California
2/20/2021,Cal Baptist,Grand Canyon
2/20/2021,UCF,Tulane
2/20/2021,Dixie St,Tarleton St
2/20/2021,Cleveland St,PFW
2/20/2021,Missouri KC,Denver
2/20/2021,Detroit,Robert Morris
2/20/2021,Florida A&M,NC A&T
2/20/2021,Youngstown St,IUPUI
2/20/2021,Arizona,USC
2/20/2021,New Mexico St,Utah Valley
2/20/2021,WI Green Bay,IL Chicago
2/20/2021,LSU,Auburn
2/20/2021,Marist,St Peter's
2/20/2021,North Dakota,NE Omaha
2/20/2021,N Dakota St,S Dakota St
2/20/2021,Wright St,N Kentucky
2/20/2021,WI Milwaukee,Oakland
2/20/2021,Oregon,Utah
2/20/2021,UCLA,Arizona St
2/20/2021,Villanova,Connecticut
2/20/2021,Georgetown,Seton Hall
2/20/2021,Colorado,Oregon St
2/20/2021,Quinnipiac,Rider
2/20/2021,SE Missouri St,E Kentucky
2/20/2021,Washington St,Stanford
2/20/2021,Stony Brook,SUNY Albany
2/20/2021,Navy,American Univ
2/20/2021,Loyola MD,Lehigh
2/20/2021,Colgate,Boston Univ
2/20/2021,Syracuse,Notre Dame
2/20/2021,Army,Holy Cross
2/20/2021,DePaul,St John's
2/20/2021,Lipscomb,Kennesaw
2/20/2021,Iona,Monmouth NJ
2/20/2021,Niagara,Siena
2/20/2021,Binghamton,NJIT
2/20/2021,St Joseph's PA,La Salle
2/20/2021,New Hampshire,MA Lowell
2/20/2021,Richmond,Duquesne
2/20/2021,Fairfield,Canisius
2/20/2021,UNC Greensboro,Chattanooga
2/20/2021,Morehead St,TN Martin
2/20/2021,Jacksonville,Stetson
2/20/2021,Florida St,Pittsburgh
2/20/2021,Col Charleston,Columbus St
2/21/2021,Iowa,Penn St
2/21/2021,Maryland,Rutgers
2/21/2021,Michigan,Ohio St
2/21/2021,Wisconsin,Northwestern
2/21/2021,LIU Brooklyn,Central Conn
2/21/2021,Houston,Cincinnati
2/21/2021,Mt St Mary's,F Dickinson
2/21/2021,UNLV,San Jose St
2/21/2021,Sacred Heart,St Francis NY
2/21/2021,Wagner,St Francis PA
2/21/2021,NC A&T,Florida A&M
2/21/2021,Xavier,Butler
2/21/2021,Drake,Evansville
2/21/2021,Quinnipiac,Rider
2/21/2021,Valparaiso,S Illinois
2/21/2021,SUNY Albany,Stony Brook
2/21/2021,Colgate,Boston Univ
2/21/2021,Navy,American Univ
2/21/2021,Holy Cross,Army
2/21/2021,G Washington,Rhode Island
2/21/2021,Siena,Niagara
2/21/2021,ULM,Ark Little Rock
2/21/2021,Coastal Car,Ga Southern
2/21/2021,Binghamton,NJIT
2/21/2021,St Bonaventure,Davidson
2/21/2021,Bryant,Merrimack
2/21/2021,Lehigh,Loyola MD
2/21/2021,South Florida,Temple
2/21/2021,UTRGV,Dallas Chr
2/21/2021,Delaware St,St Mary's MD
2/21/2021,Prairie View,TX Southern
2/22/2021,Alcorn St,Alabama A&M
2/22/2021,Southern Univ,Alabama St
2/22/2021,Duke,Syracuse
2/22/2021,New Mexico,Air Force
2/22/2021,Mercer,Citadel
2/22/2021,New Orleans,Cent Arkansas
2/22/2021,Northwestern LA,Houston Bap
2/22/2021,Morehead St,SIUE
2/22/2021,UNC Greensboro,W Carolina
2/22/2021,S Illinois,Valparaiso
2/22/2021,St Mary's CA,Pepperdine
2/22/2021,SE Louisiana,TAM C. Christi
2/22/2021,Sam Houston St,Lamar
2/22/2021,ULM,Ark Little Rock
2/22/2021,E Kentucky,SE Missouri St
2/22/2021,Elon,William & Mary
2/22/2021,Drake,Evansville
2/22/2021,UAB,Rust
2/22/2021,Oklahoma St,Texas Tech
2/22/2021,USC,Oregon
2/22/2021,Jackson St,Grambling
2/22/2021,Louisiana,UT Arlington
2/22/2021,Charleston So,Presbyterian
2/22/2021,Gardner Webb,SC Upstate
2/22/2021,Texas St,Arkansas St
2/22/2021,Liberty,North Alabama
2/22/2021,N Colorado,Warner Pacific
2/23/2021,Ohio,Akron
2/23/2021,Baylor,Iowa St
2/23/2021,Kansas St,Oklahoma
2/23/2021,Georgia Tech,Virginia Tech
2/23/2021,Louisville,Notre Dame
2/23/2021,Mississippi,Missouri
2/23/2021,Georgia,LSU
2/23/2021,Florida,Auburn
2/23/2021,VCU,St Louis
2/23/2021,Connecticut,Georgetown
2/23/2021,Villanova,St John's
2/23/2021,West Virginia,TCU
2/23/2021,Texas,Kansas
2/23/2021,Georgia St,Appalachian St
2/23/2021,Michigan St,Illinois
2/23/2021,Pacific,San Diego
2/23/2021,Penn St,Nebraska
2/23/2021,Miami OH,C Michigan
2/23/2021,Richmond,Massachusetts
2/23/2021,Buffalo,N Illinois
2/23/2021,Bowling Green,E Michigan
2/23/2021,Arizona St,Washington
2/23/2021,Campbell,High Point
2/23/2021,Prairie View,Ark Pine Bluff
2/23/2021,TX Southern,MS Valley St
2/23/2021,Liberty,North Alabama
2/24/2021,Furman,Citadel
2/24/2021,Mercer,Chattanooga
2/24/2021,W Carolina,UNC Greensboro
2/24/2021,Abilene Chr,Sam Houston St
2/24/2021,Arkansas,Alabama
2/24/2021,SF Austin,Northwestern LA
2/24/2021,McNeese St,SE Louisiana
2/24/2021,Lamar,Incarnate Word
2/24/2021,Cincinnati,Tulsa
2/24/2021,Nicholls St,Houston Bap
2/24/2021,Rutgers,Indiana
2/24/2021,Memphis,Tulane
2/24/2021,Mississippi St,South Carolina
2/24/2021,Temple,South Florida
2/24/2021,Florida St,Miami FL
2/24/2021,New Orleans,TAM C. Christi
2/24/2021,Air Force,New Mexico
2/24/2021,Tennessee,Vanderbilt
2/24/2021,Creighton,DePaul
2/24/2021,Providence,Xavier
2/24/2021,Fresno St,UNLV
2/24/2021,Loyola MD,American Univ
2/24/2021,Southern Utah,Northern Arizona
2/24/2021,Norfolk St,Delaware St
2/24/2021,Holy Cross,Boston Univ
2/24/2021,NC A&T,NC Central
2/24/2021,Ball St,Kent
2/24/2021,NC State,Virginia
2/24/2021,Butler,Seton Hall
2/24/2021,Southern Univ,Alabama A&M
2/24/2021,St Joseph's PA,Dayton
2/24/2021,Clemson,Wake Forest
2/24/2021,St Bonaventure,Davidson
2/24/2021,George Mason,G Washington
2/24/2021,Hampton,Longwood
2/24/2021,La Salle,Duquesne
2/24/2021,Marquette,North Carolina
2/24/2021,Alcorn St,Alabama St
2/24/2021,Radford,Mt Aloysius
2/25/2021,Loy Marymount,Pepperdine
2/25/2021,E Kentucky,Belmont
2/25/2021,SE Missouri St,E Illinois
2/25/2021,Jacksonville St,Murray St
2/25/2021,Tennessee Tech,Austin Peay
2/25/2021,Morehead St,Tennessee St
2/25/2021,SIUE,TN Martin
2/25/2021,Montana,Idaho St
2/25/2021,N Colorado,Portland St
2/25/2021,Weber St,CS Sacramento
2/25/2021,Wagner,Central Conn
2/25/2021,St Francis NY,Merrimack
2/25/2021,Michigan St,Ohio St
2/25/2021,Mt St Mary's,St Francis PA
2/25/2021,Oregon St,California
2/25/2021,UCLA,Utah
2/25/2021,F Dickinson,Sacred Heart
2/25/2021,Arizona St,Washington
2/25/2021,Arizona,Washington St
2/25/2021,Oregon,Stanford
2/25/2021,San Diego St,Boise St
2/25/2021,Colorado,USC
2/25/2021,Bryant,LIU Brooklyn
2/25/2021,Buffalo,C Michigan
2/25/2021,Gonzaga,Santa Clara
2/25/2021,BYU,San Francisco
2/25/2021,Ohio,E Michigan
2/25/2021,Michigan,Iowa
2/25/2021,Detroit,Robert Morris
2/25/2021,Prairie View,MS Valley St
2/25/2021,Youngstown St,IL Chicago
2/25/2021,PFW,WI Green Bay
2/25/2021,WI Milwaukee,IUPUI
2/25/2021,TX Southern,Ark Pine Bluff
2/25/2021,Miami OH,W Michigan
2/25/2021,St Mary's CA,Pacific
2/25/2021,Illinois,Nebraska
2/25/2021,Florida A&M,S Carolina St
2/25/2021,Northwestern,Minnesota
2/25/2021,Houston,WKU
2/26/2021,NE Omaha,Denver
2/26/2021,S Dakota St,Missouri KC
2/26/2021,Utah Valley,UTRGV
2/26/2021,New Mexico St,Tarleton St
2/26/2021,Appalachian St,Ga Southern
2/26/2021,Georgia St,South Alabama
2/26/2021,UT Arlington,Arkansas St
2/26/2021,UC Irvine,UC San Diego
2/26/2021,UC Davis,Cal Poly
2/26/2021,CS Bakersfield,CS Northridge
2/26/2021,UC Santa Barbara,UC Riverside
2/26/2021,Hawaii,Long Beach St
2/26/2021,Texas St,ULM
2/26/2021,Coastal Car,Troy
2/26/2021,Louisiana,Ark Little Rock
2/26/2021,Purdue,Penn St
2/26/2021,Central Conn,Wagner
2/26/2021,Sacred Heart,F Dickinson
2/26/2021,FL Atlantic,Southern Miss
2/26/2021,Louisiana Tech,Rice
2/26/2021,Loyola-Chicago,S Illinois
2/26/2021,Merrimack,St Francis NY
2/26/2021,Old Dominion,MTSU
2/26/2021,St Louis,Richmond
2/26/2021,Drake,Bradley
2/26/2021,Missouri St,Evansville
2/26/2021,Northern Iowa,Illinois St
2/26/2021,Seattle,Grand Canyon
2/26/2021,Indiana St,Valparaiso
2/26/2021,UNLV,Fresno St
2/26/2021,Utah St,Nevada
2/26/2021,Southern Utah,Northern Arizona
2/26/2021,Cincinnati,Tulane
2/26/2021,St Peter's,Rider
2/26/2021,Bryant,LIU Brooklyn
2/26/2021,St Bonaventure,G Washington
2/26/2021,North Florida,Stetson
2/26/2021,Idaho,Montana St
2/26/2021,Siena,Manhattan
2/26/2021,Drexel,James Madison
2/26/2021,Bowling Green,Akron
2/26/2021,North Texas,Marshall
2/26/2021,UAB,UT San Antonio
2/26/2021,Kennesaw,FL Gulf Coast
2/27/2021,Liberty,Bellarmine
2/27/2021,Marshall,North Texas
2/27/2021,UT San Antonio,UAB
2/27/2021,North Alabama,Lipscomb
2/27/2021,Montana,Idaho St
2/27/2021,Portland St,N Colorado
2/27/2021,Weber St,CS Sacramento
2/27/2021,Ga Southern,Appalachian St
2/27/2021,Georgia St,South Alabama
2/27/2021,UT Arlington,Arkansas St
2/27/2021,UC Irvine,UC San Diego
2/27/2021,UC Davis,Cal Poly
2/27/2021,CS Northridge,CS Bakersfield
2/27/2021,UC Riverside,UC Santa Barbara
2/27/2021,Hawaii,Long Beach St
2/27/2021,Texas St,ULM
2/27/2021,Coastal Car,Troy
2/27/2021,Ark Little Rock,Louisiana
2/27/2021,Ball St,C Michigan
2/27/2021,UNC Greensboro,ETSU
2/27/2021,E Michigan,N Illinois
2/27/2021,Kent,Miami OH
2/27/2021,Buffalo,Ohio
2/27/2021,Old Dominion,MTSU
2/27/2021,Toledo,W Michigan
2/27/2021,West Virginia,Kansas St
2/27/2021,W Carolina,Mercer
2/27/2021,Wofford,Furman
2/27/2021,TX Southern,Alabama St
2/27/2021,Southern Univ,Alcorn St
2/27/2021,TCU,Iowa St
2/27/2021,Kansas,Baylor
2/27/2021,Louisiana Tech,Rice
2/27/2021,Jackson St,MS Valley St
2/27/2021,Oklahoma St,Oklahoma
2/27/2021,FL Atlantic,Southern Miss
2/27/2021,Texas Tech,Texas
2/27/2021,Prairie View,Alabama A&M
2/27/2021,Pepperdine,San Diego
2/27/2021,Cent Arkansas,Abilene Chr
2/27/2021,Clemson,Miami FL
2/27/2021,Morehead St,Belmont
2/27/2021,Louisville,Duke
2/27/2021,TN Martin,E Illinois
2/27/2021,E Kentucky,Tennessee St
2/27/2021,North Carolina,Florida St
2/27/2021,Florida,Kentucky
2/27/2021,Georgia Tech,Syracuse
2/27/2021,Arkansas,LSU
2/27/2021,Jacksonville St,Austin Peay
2/27/2021,Tennessee Tech,Murray St
2/27/2021,Nicholls St,New Orleans
2/27/2021,South Dakota,N Dakota St
2/27/2021,Northwestern LA,SE Louisiana
2/27/2021,Boston College,Notre Dame
2/27/2021,Oral Roberts,W Illinois
2/27/2021,SE Missouri St,SIUE
2/27/2021,Lamar,SF Austin
2/27/2021,Colorado St,Air Force
2/27/2021,Davidson,VCU
2/27/2021,South Carolina,Georgia
2/27/2021,McNeese St,Houston Bap
2/27/2021,Illinois,Wisconsin
2/27/2021,Michigan,Indiana
2/27/2021,Alabama,Mississippi St
2/27/2021,Vanderbilt,Mississippi
2/27/2021,San Diego St,Boise St
2/27/2021,Virginia Tech,Wake Forest
2/27/2021,Oregon,California
2/27/2021,Tarleton St,New Mexico St
2/27/2021,NE Omaha,Denver
2/27/2021,S Dakota St,Missouri KC
2/27/2021,Arizona St,Washington St
2/27/2021,Arizona,Washington
2/27/2021,Utah Valley,UTRGV
2/27/2021,Auburn,Tennessee
2/27/2021,Loyola-Chicago,S Illinois
2/27/2021,UTEP,Charlotte
2/27/2021,Oregon St,Stanford
2/27/2021,Utah,USC
2/27/2021,Connecticut,Marquette
2/27/2021,Xavier,Creighton
2/27/2021,Georgetown,DePaul
2/27/2021,Bradley,Drake
2/27/2021,Evansville,Missouri St
2/27/2021,Northern Iowa,Illinois St
2/27/2021,NC A&T,NC Central
2/27/2021,Colorado,UCLA
2/27/2021,Grand Canyon,Seattle
2/27/2021,Coppin St,Delaware St
2/27/2021,Valparaiso,Indiana St
2/27/2021,S Carolina St,Florida A&M
2/27/2021,Navy,Loyola MD
2/27/2021,Rider,St Peter's
2/27/2021,American Univ,Bucknell
2/27/2021,Boston Univ,Army
2/27/2021,Duquesne,Rhode Island
2/27/2021,George Mason,La Salle
2/27/2021,Lafayette,Lehigh
2/27/2021,Nebraska,Minnesota
2/27/2021,BYU,St Mary's CA
2/27/2021,Gonzaga,Loy Marymount
2/27/2021,Pacific,San Francisco
2/27/2021,Stetson,North Florida
2/27/2021,MA Lowell,Stony Brook
2/27/2021,Hartford,Binghamton
2/27/2021,SUNY Albany,NJIT
2/27/2021,Cal Baptist,Vanguard
2/27/2021,Siena,Manhattan
2/27/2021,Elon,UNC Wilmington
2/27/2021,Hampton,Presbyterian
2/27/2021,High Point,SC Upstate
2/28/2021,Hartford,SUNY Albany
2/28/2021,MA Lowell,New Hampshire
2/28/2021,NC State,Pittsburgh
2/28/2021,Memphis,Cincinnati
2/28/2021,Iowa,Ohio St
2/28/2021,Maryland,Michigan St
2/28/2021,Houston,South Florida
2/28/2021,N Dakota St,South Dakota
2/28/2021,Oral Roberts,W Illinois
2/28/2021,Coppin St,Delaware St
2/28/2021,Butler,Villanova
2/28/2021,Utah St,Nevada
2/28/2021,Florida A&M,S Carolina St
2/28/2021,Navy,Loyola MD
2/28/2021,American Univ,Bucknell
2/28/2021,Marist,Quinnipiac
2/28/2021,Army,Boston Univ
2/28/2021,Montana St,Idaho
2/28/2021,Lafayette,Lehigh
2/28/2021,Norfolk St,St Mary's MD
2/28/2021,UTEP,Charlotte
2/28/2021,WKU,Florida Intl
3/1/2021,Prairie View,Alabama St
3/1/2021,Jackson St,Ark Pine Bluff
3/1/2021,MS Valley St,Grambling
3/1/2021,TX Southern,Alabama A&M
3/1/2021,Syracuse,North Carolina
3/1/2021,Colorado St,Air Force
3/1/2021,Virginia,Miami FL
3/1/2021,Lamar,TAM C. Christi
3/1/2021,New Orleans,Incarnate Word
3/1/2021,SF Austin,Cent Arkansas
3/1/2021,Nebraska,Rutgers
3/1/2021,Oklahoma St,Oklahoma
3/1/2021,St Joseph's PA,Richmond
3/1/2021,Oregon,Arizona
3/1/2021,Campbell,Gardner Webb
3/1/2021,Longwood,UNC Asheville
3/1/2021,Dayton,St Bonaventure
3/1/2021,WKU,Florida Intl
3/1/2021,St Louis,Massachusetts
3/1/2021,Sam Houston St,Houston Bap
3/1/2021,Marist,Quinnipiac
3/1/2021,Winthrop,High Point
3/1/2021,Radford,Hampton
3/1/2021,Nicholls St,Northwestern LA
3/2/2021,Ball St,E Michigan
3/2/2021,Miami OH,Bowling Green
3/2/2021,Buffalo,Akron
3/2/2021,C Michigan,Toledo
3/2/2021,W Michigan,N Illinois
3/2/2021,Georgia Tech,Duke
3/2/2021,Arkansas,South Carolina
3/2/2021,Pittsburgh,Wake Forest
3/2/2021,LSU,Vanderbilt
3/2/2021,Alabama,Auburn
3/2/2021,Purdue,Wisconsin
3/2/2021,Mississippi,Kentucky
3/2/2021,Marquette,DePaul
3/2/2021,Georgetown,Xavier
3/2/2021,UCF,Tulsa
3/2/2021,Wagner,Merrimack
3/2/2021,Texas,Iowa St
3/2/2021,Texas Tech,TCU
3/2/2021,Baylor,West Virginia
3/2/2021,Illinois,Michigan
3/2/2021,Michigan St,Indiana
3/2/2021,Cleveland St,PFW
3/2/2021,N Kentucky,Detroit
3/2/2021,WI Milwaukee,Wright St
3/2/2021,Oakland,Youngstown St
3/2/2021,Memphis,South Florida
3/2/2021,Fresno St,Boise St
3/2/2021,New Mexico St,UTRGV
3/3/2021,Cent Arkansas,SE Louisiana
3/3/2021,Abilene Chr,SF Austin
3/3/2021,Missouri,Florida
3/3/2021,Sam Houston St,TAM C. Christi
3/3/2021,Mississippi St,Texas A&M
3/3/2021,New Orleans,Northwestern LA
3/3/2021,Houston Bap,Incarnate Word
3/3/2021,Florida St,Boston College
3/3/2021,Northwestern,Maryland
3/3/2021,Penn St,Minnesota
3/3/2021,NC State,Notre Dame
3/3/2021,Wichita St,Tulane
3/3/2021,Villanova,Creighton
3/3/2021,St John's,Providence
3/3/2021,Connecticut,Seton Hall
3/3/2021,Idaho St,E Washington
3/3/2021,Florida A&M,NC Central
3/3/2021,Wagner,Merrimack
3/3/2021,Syracuse,Clemson
3/3/2021,Oregon St,Utah
3/3/2021,Oregon,UCLA
3/3/2021,USC,Stanford
3/3/2021,Colorado St,New Mexico
3/3/2021,San Diego St,UNLV
3/3/2021,Belmont,SIUE
3/3/2021,Morehead St,SE Missouri St
3/3/2021,Boston Univ,Lehigh
3/3/2021,St Joseph's PA,La Salle
3/3/2021,G Washington,Fordham
3/3/2021,Louisiana Tech,Our Lady Lake
3/4/2021,Grambling,Alabama St
3/4/2021,Jackson St,Alabama A&M
3/4/2021,Prairie View,Southern Univ
3/4/2021,TX Southern,Alcorn St
3/4/2021,Weber St,N Colorado
3/4/2021,Southern Utah,Portland St
3/4/2021,UCF,East Carolina
3/4/2021,Manhattan,Fairfield
3/4/2021,NC Central,Florida A&M
3/4/2021,Monmouth NJ,Rider
3/4/2021,Quinnipiac,St Peter's
3/4/2021,Texas,Oklahoma
3/4/2021,Baylor,Oklahoma St
3/4/2021,Colorado,Arizona St
3/4/2021,Iowa,Nebraska
3/4/2021,FL Atlantic,MTSU
3/4/2021,West Virginia,TCU
3/4/2021,Texas Tech,Iowa St
3/4/2021,Siena,Canisius
3/4/2021,Kansas,UTEP
3/4/2021,Utah St,Wyoming
3/4/2021,Liberty,Kennesaw
3/4/2021,North Alabama,North Florida
3/4/2021,S Illinois,Bradley
3/4/2021,Stetson,Bellarmine
3/4/2021,FL Gulf Coast,Lipscomb
3/4/2021,Jacksonville St,Murray St
3/4/2021,Northern Iowa,Illinois St
3/4/2021,E Kentucky,Austin Peay
3/4/2021,Michigan,Michigan St
3/4/2021,San Francisco,San Diego
3/4/2021,Santa Clara,Portland
